"Reef","Site","Plot","CSP","Lat_cluster","Class","Area","Area_cm2"
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.20710568,2071.0568
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.436863761,4368.63761
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Pdam",0.040810634,408.10634
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.214961775,2149.61775
"OCDA","OCDA_BA1S","OCDA_BA1S_P2","Offshore","Central","Atab",0.212113197,2121.13197
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.200329365,2003.29365
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.150824824,1508.24824
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.093590836,935.90836
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.196633273,1966.33273
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.141192299,1411.92299
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.039206828,392.06828
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.188656465,1886.56465
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.802167456,8021.67456
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.082274962,822.74962
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",1.319409837,13194.09837
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.460159925,4601.59925
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.392871354,3928.71354
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.159543651,1595.43651
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.152939697,1529.39697
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.085151757,851.51757
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.427607391,4276.07391
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Pdam",0.039921879,399.21879
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Pdam",0.051494203,514.94203
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Pdam",0.061814452,618.14452
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.017798171,177.98171
"OCDA","OCDA_BA1S","OCDA_BA1S_P3","Offshore","Central","Atab",0.465541779,4655.41779
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.04899019,489.9019
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.016110739,161.10739
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.103501763,1035.01763
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.117461971,1174.61971
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.008591411,85.91411
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.013504607,135.04607
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.237425957,2374.25957
"OCDA","OCDA_BA1S","OCDA_BA1S_P4","Offshore","Central","Atab",0.011229689,112.29689
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Pdam",0.048263511,482.63511
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.309858656,3098.58656
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.261757032,2617.57032
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.196777771,1967.77771
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.09409204,940.9204
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.196911161,1969.11161
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.094357239,943.57239
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.039392889,393.92889
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.056262408,562.62408
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.008183207,81.83207
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.074518345,745.18345
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.01608785,160.8785
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.257675426,2576.75426
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.088594303,885.94303
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.014138963,141.38963
"OCDA","OCDA_BA2S","OCDA_BA2S_P1","Offshore","Central","Atab",0.066795711,667.95711
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.03019735,301.9735
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.058600068,586.00068
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Pdam",0.070816507,708.16507
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Pdam",0.043853747,438.53747
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.08173337,817.3337
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.013141551,131.41551
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.022293109,222.93109
"OCDA","OCDA_BA2S","OCDA_BA2S_P2","Offshore","Central","Atab",0.046243042,462.43042
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Atab",0.128821247,1288.21247
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Atab",0.115382316,1153.82316
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Atab",0.020453534,204.53534
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Atab",0.064719379,647.19379
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Pdam",0.054872347,548.72347
"OCDA","OCDA_BA2S","OCDA_BA2S_P3","Offshore","Central","Atab",0.033700338,337.00338
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Pdam",0.010408913,104.08913
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Pdam",0.018051035,180.51035
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Pdam",0.016284717,162.84717
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Atab",0.071854103,718.54103
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Pdam",0.023240766,232.40766
"OCDA","OCDA_BA2S","OCDA_BA2S_P4","Offshore","Central","Atab",0.148745444,1487.45444
"OCDA","OCDA_FL1D","OCDA_FL1D_P1","Offshore","Central","Pdam",0.012515806,125.15806
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.121280414,1212.80414
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.055266694,552.66694
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.026183393,261.83393
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.013417694,134.17694
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.039338983,393.38983
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.02725691,272.5691
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.016350582,163.50582
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.022316097,223.16097
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.011293483,112.93483
"OCDA","OCDA_FL1D","OCDA_FL1D_P2","Offshore","Central","Pdam",0.025029368,250.29368
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.082992448,829.92448
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.01839366,183.9366
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.027800745,278.00745
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.012835052,128.35052
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.015136427,151.36427
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.021531594,215.31594
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.017071728,170.71728
"OCDA","OCDA_FL1D","OCDA_FL1D_P3","Offshore","Central","Pdam",0.019752209,197.52209
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","Offshore","Central","Pdam",0.038958221,389.58221
"OCDA","OCDA_FL1D","OCDA_FL1D_P4","Offshore","Central","Pdam",0.030768653,307.68653
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.055754338,557.54338
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.032635117,326.35117
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.030567287,305.67287
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Pdam",0.026371046,263.71046
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.0185976,185.976
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.062940267,629.40267
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.013411356,134.11356
"OCDA","OCDA_FL1S","OCDA_FL1S_P1","Offshore","Central","Atab",0.173611168,1736.11168
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.010231165,102.31165
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.021393009,213.93009
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Atab",0.02122268,212.2268
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.032017442,320.17442
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.027804285,278.04285
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.024481632,244.81632
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.018246114,182.46114
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Atab",0.036227697,362.27697
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.016176857,161.76857
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.011210537,112.10537
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.013640461,136.40461
"OCDA","OCDA_FL1S","OCDA_FL1S_P2","Offshore","Central","Pdam",0.010219484,102.19484
"OCDA","OCDA_FL1S","OCDA_FL1S_P3","Offshore","Central","Atab",0.11865148,1186.5148
"OCDA","OCDA_FL1S","OCDA_FL1S_P3","Offshore","Central","Atab",0.010177305,101.77305
"OCDA","OCDA_FL1S","OCDA_FL1S_P3","Offshore","Central","Atab",0.025823704,258.23704
"OCDA","OCDA_FL1S","OCDA_FL1S_P3","Offshore","Central","Atab",0.409698886,4096.98886
"OCDA","OCDA_FL1S","OCDA_FL1S_P3","Offshore","Central","Atab",0.233897529,2338.97529
"OCDA","OCDA_FL1S","OCDA_FL1S_P4","Offshore","Central","Pdam",0.030349824,303.49824
"OCDA","OCDA_FL1S","OCDA_FL1S_P4","Offshore","Central","Atab",0.017684902,176.84902
"OCDA","OCDA_FL1S","OCDA_FL1S_P4","Offshore","Central","Atab",0.01643346,164.3346
"OCDA","OCDA_FL1S","OCDA_FL1S_P4","Offshore","Central","Atab",0.008567816,85.67816
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Atab",0.208659796,2086.59796
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Atab",0.047361169,473.61169
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.065650485,656.50485
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Atab",0.051250206,512.50206
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.072847442,728.47442
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.033470356,334.70356
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.038707043,387.07043
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.011792885,117.92885
"OCDA","OCDA_FR1D","OCDA_FR1D_P1","Offshore","Central","Pdam",0.018803673,188.03673
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.038141182,381.41182
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.033725908,337.25908
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.020093686,200.93686
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.012231285,122.31285
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.030409314,304.09314
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Atab",0.0087445,87.445
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.02566999,256.6999
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.013406868,134.06868
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.02973166,297.3166
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Atab",0.025695732,256.95732
"OCDA","OCDA_FR1D","OCDA_FR1D_P2","Offshore","Central","Pdam",0.027239522,272.39522
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.022677915,226.77915
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.027439084,274.39084
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.020495431,204.95431
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.023936732,239.36732
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.008967136,89.67136
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.042831231,428.31231
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.012711324,127.11324
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.008433092,84.33092
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.032496538,324.96538
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Atab",0.01006355,100.6355
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.009945409,99.45409
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Atab",0.021829709,218.29709
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Pdam",0.016083063,160.83063
"OCDA","OCDA_FR1D","OCDA_FR1D_P3","Offshore","Central","Atab",0.023823185,238.23185
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.020491789,204.91789
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.025740217,257.40217
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.018485751,184.85751
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Atab",0.022321082,223.21082
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.019653353,196.53353
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.035442285,354.42285
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.02834285,283.4285
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.032013566,320.13566
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.019687505,196.87505
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.02722479,272.2479
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.021164975,211.64975
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.01456973,145.6973
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.050272655,502.72655
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.042424125,424.24125
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.021396912,213.96912
"OCDA","OCDA_FR1D","OCDA_FR1D_P4","Offshore","Central","Pdam",0.024317726,243.17726
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.039671015,396.71015
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.016391575,163.91575
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.191401808,1914.01808
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.056575165,565.75165
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.033133632,331.33632
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.107974707,1079.74707
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.06617269,661.7269
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.01501573,150.1573
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.014179213,141.79213
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.046020492,460.20492
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.022933654,229.33654
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.08644062,864.4062
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.035634411,356.34411
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.060937252,609.37252
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.012531134,125.31134
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.014158427,141.58427
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Pdam",0.01708988,170.8988
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Pdam",0.128158054,1281.58054
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Pdam",0.011088066,110.88066
"OCDA","OCDA_FR1S","OCDA_FR1S_P1","Offshore","Central","Atab",0.093235581,932.35581
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.079125503,791.25503
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.094374611,943.74611
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.020137243,201.37243
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.024086412,240.86412
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.010665505,106.65505
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.028494344,284.94344
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.043330766,433.30766
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Atab",0.017674582,176.74582
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Pdam",0.042068643,420.68643
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Pdam",0.02843378,284.3378
"OCDA","OCDA_FR1S","OCDA_FR1S_P2","Offshore","Central","Pdam",0.057975282,579.75282
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.059533333,595.33333
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.080408742,804.08742
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.02599007,259.9007
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.045547134,455.47134
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.021631656,216.31656
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.034988036,349.88036
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.038216394,382.16394
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Pdam",0.012501838,125.01838
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Pdam",0.011656884,116.56884
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Pdam",0.014797732,147.97732
"OCDA","OCDA_FR1S","OCDA_FR1S_P3","Offshore","Central","Atab",0.016666814,166.66814
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.075199873,751.99873
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.0199166,199.166
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.015008412,150.08412
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.03782573,378.2573
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.024286249,242.86249
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.050427937,504.27937
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.020180085,201.80085
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Pdam",0.099346641,993.46641
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Pdam",0.012405031,124.05031
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Pdam",0.076579764,765.79764
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.05564175,556.4175
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.020612932,206.12932
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.008877129,88.77129
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Pdam",0.008207779,82.07779
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Pdam",0.036660714,366.60714
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.008487866,84.87866
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.089805484,898.05484
"OCDA","OCDA_FR1S","OCDA_FR1S_P4","Offshore","Central","Atab",0.021791718,217.91718
"OCDA","OCDA_FR2D","OCDA_FR2D_P1","Offshore","Central","Pdam",0.027510358,275.10358
"OCDA","OCDA_FR2D","OCDA_FR2D_P1","Offshore","Central","Pdam",0.02764134,276.4134
"OCDA","OCDA_FR2D","OCDA_FR2D_P1","Offshore","Central","Pdam",0.025948517,259.48517
"OCDA","OCDA_FR2D","OCDA_FR2D_P1","Offshore","Central","Pdam",0.032473249,324.73249
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.015854089,158.54089
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.010803453,108.03453
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.018388903,183.88903
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.025986419,259.86419
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.135779316,1357.79316
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.00967914,96.7914
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.008582268,85.82268
"OCDA","OCDA_FR2D","OCDA_FR2D_P2","Offshore","Central","Pdam",0.048015958,480.15958
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.011504609,115.04609
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Atab",0.062943656,629.43656
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.015251703,152.51703
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.032478326,324.78326
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.042522595,425.22595
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.010140533,101.40533
"OCDA","OCDA_FR2D","OCDA_FR2D_P3","Offshore","Central","Pdam",0.019079466,190.79466
"OCDA","OCDA_FR2D","OCDA_FR2D_P4","Offshore","Central","Pdam",0.02910572,291.0572
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.185496626,1854.96626
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.167599792,1675.99792
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.024425806,244.25806
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.021177568,211.77568
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.03106858,310.6858
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.266055931,2660.55931
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.028394316,283.94316
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.148352847,1483.52847
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.038378294,383.78294
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.024473183,244.73183
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.319182697,3191.82697
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.204567677,2045.67677
"OCDA","OCDA_FR2S","OCDA_FR2S_P1","Offshore","Central","Atab",0.033221238,332.21238
"OCDA","OCDA_FR2S","OCDA_FR2S_P2","Offshore","Central","Atab",0.04064974,406.4974
"OCDA","OCDA_FR2S","OCDA_FR2S_P2","Offshore","Central","Pdam",0.084555669,845.55669
