"Reef","Site","Plot","Habitat","Cluster","Class","Area","Area_cm2"
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.011187626,111.87626
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.009060868,90.60868
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.01976405,197.6405
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.008828332,88.28332
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.029165416,291.65416
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.02860914,286.0914
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.071879768,718.79768
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.032741894,327.41894
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.046983359,469.83359
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.097310881,973.10881
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.034966608,349.66608
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.013201381,132.01381
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.010020477,100.20477
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Spis",0.007856316,78.56316
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.260041566,2600.41566
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.015840799,158.40799
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.011303015,113.03015
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.083336491,833.36491
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.032407337,324.07337
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.025214206,252.14206
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.010001747,100.01747
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.011003134,110.03134
"ONLI","ONLI_LA1S","ONLI_LA1S_P1","LA_S","Offshore North","Pmas",0.010860154,108.60154
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.026501348,265.01348
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.116343304,1163.43304
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.018628134,186.28134
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.008915974,89.15974
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.148336722,1483.36722
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.012434384,124.34384
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.325651004,3256.51004
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.011433592,114.33592
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.283231044,2832.31044
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.045411429,454.11429
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.027593048,275.93048
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.010625452,106.25452
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.030951568,309.51568
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.230822385,2308.22385
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.00857575,85.7575
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.052507044,525.07044
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.015364943,153.64943
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.079714545,797.14545
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.328997655,3289.97655
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.11793488,1179.3488
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.082420213,824.20213
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.043428947,434.28947
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.16945456,1694.5456
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.023204781,232.04781
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.019231509,192.31509
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.05726797,572.6797
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.033160166,331.60166
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.009693283,96.93283
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.024545315,245.45315
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.046515982,465.15982
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.034703623,347.03623
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.021415346,214.15346
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.057648957,576.48957
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.012631568,126.31568
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.035844428,358.44428
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.412491264,4124.91264
"ONLI","ONLI_LA1S","ONLI_LA1S_P2","LA_S","Offshore North","Pmas",0.0110342,110.342
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Spis",0.015318424,153.18424
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.008108617,81.08617
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.024132635,241.32635
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.028135309,281.35309
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.022665349,226.65349
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.01851146,185.1146
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.017994464,179.94464
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.047036858,470.36858
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.010805205,108.05205
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.016081165,160.81165
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Spis",0.009764475,97.64475
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.082108794,821.08794
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.17255061,1725.5061
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.807761892,8077.61892
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.058463994,584.63994
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.009348304,93.48304
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.236169443,2361.69443
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Spis",0.014561081,145.61081
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.01738442,173.8442
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.015557174,155.57174
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.017790107,177.90107
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.030549431,305.49431
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.009888741,98.88741
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.008803141,88.03141
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.023194557,231.94557
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.018183416,181.83416
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.019489062,194.89062
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.007869306,78.69306
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.011807741,118.07741
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.013093848,130.93848
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.008992858,89.92858
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.481921411,4819.21411
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.040849763,408.49763
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.287636193,2876.36193
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.03346421,334.6421
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.017173495,171.73495
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pdam",0.008537861,85.37861
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.014714873,147.14873
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.011959368,119.59368
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.017498613,174.98613
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.008469804,84.69804
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.008072965,80.72965
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.012707875,127.07875
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.02663149,266.3149
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.015911223,159.11223
"ONLI","ONLI_LA1S","ONLI_LA1S_P3","LA_S","Offshore North","Pmas",0.014313621,143.13621
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.061266946,612.66946
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.030561782,305.61782
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.023958214,239.58214
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.025714057,257.14057
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.012128528,121.28528
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.062510721,625.10721
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.019174366,191.74366
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.067131918,671.31918
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008424444,84.24444
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.016119973,161.19973
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.011251242,112.51242
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.012013643,120.13643
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.010782684,107.82684
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.118332576,1183.32576
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.034443589,344.43589
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.029633917,296.33917
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.111078843,1110.78843
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.012947993,129.47993
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.43004508,4300.4508
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.083465637,834.65637
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.016431681,164.31681
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.047929147,479.29147
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.037459737,374.59737
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.01025203,102.5203
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.08244185,824.4185
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.027380192,273.80192
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.028375309,283.75309
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.034452631,344.52631
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.016057323,160.57323
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.102962356,1029.62356
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.009493445,94.93445
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.020540316,205.40316
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008655335,86.55335
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.025788938,257.88938
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.021203471,212.03471
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.071414465,714.14465
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.154765005,1547.65005
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008469296,84.69296
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008706592,87.06592
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.058023788,580.23788
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.026604381,266.04381
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.020940516,209.40516
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.01044742,104.4742
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.028580212,285.80212
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008382182,83.82182
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008082896,80.82896
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.04499971,449.9971
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.010391186,103.91186
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.010783382,107.83382
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008974036,89.74036
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.017550737,175.50737
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.026299258,262.99258
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pdam",0.07722299,772.2299
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.009402124,94.02124
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.009961767,99.61767
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.010160996,101.60996
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.10045174,1004.5174
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.010715518,107.15518
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.047186284,471.86284
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.022442547,224.42547
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.023857679,238.57679
"ONLI","ONLI_LA1S","ONLI_LA1S_P4","LA_S","Offshore North","Pmas",0.008953515,89.53515
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.01853075,185.3075
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.014350765,143.50765
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.008133118,81.33118
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.05543031,554.3031
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.009742261,97.42261
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.017556091,175.56091
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.008188436,81.88436
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.010885246,108.85246
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.067398891,673.98891
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.021674542,216.74542
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.064392049,643.92049
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.009279194,92.79194
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.026140477,261.40477
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.011149539,111.49539
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.011152785,111.52785
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.010790612,107.90612
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.00903737,90.3737
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.011312632,113.12632
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.008032686,80.32686
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.077535715,775.35715
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.044437674,444.37674
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.013426869,134.26869
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.035853883,358.53883
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.050802993,508.02993
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.010468373,104.68373
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Spis",0.008661339,86.61339
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.020915103,209.15103
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.064161547,641.61547
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Spis",0.010626063,106.26063
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pmas",0.092545838,925.45838
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Spis",0.060703171,607.03171
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Atab",0.095631222,956.31222
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pdam",0.028152059,281.52059
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Atab",0.047738489,477.38489
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Amil",0.082024057,820.24057
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pdam",0.083572831,835.72831
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Pver",0.017479392,174.79392
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Spis",0.019146112,191.46112
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Atab",0.086465945,864.65945
"ONMO","ONMO_BA1D","ONMO_BA1D_P1","BA_D","Offshore North","Atab",0.02454825,245.4825
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.045889787,458.89787
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.017994015,179.94015
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.060086461,600.86461
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Spis",0.009578258,95.78258
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.013425105,134.25105
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.021171684,211.71684
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.088122802,881.22802
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.018402987,184.02987
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.02980325,298.0325
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.039535202,395.35202
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Spis",0.00896724,89.6724
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.043781613,437.81613
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.025443911,254.43911
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.041515098,415.15098
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.043851027,438.51027
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.064590318,645.90318
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.022825336,228.25336
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.013992304,139.92304
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.059232684,592.32684
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.020294823,202.94823
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.011045424,110.45424
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.023313044,233.13044
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.025156772,251.56772
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.024061272,240.61272
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.02910194,291.0194
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.0154266,154.266
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pver",0.012661064,126.61064
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.008623343,86.23343
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.010860237,108.60237
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.010557993,105.57993
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Spis",0.02692748,269.2748
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.037922514,379.22514
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.011139606,111.39606
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.023258987,232.58987
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.009113126,91.13126
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.338413119,3384.13119
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.017755761,177.55761
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pdam",0.011092583,110.92583
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.008990793,89.90793
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.01469902,146.9902
"ONMO","ONMO_BA1D","ONMO_BA1D_P2","BA_D","Offshore North","Pmas",0.015865735,158.65735
